,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,XOM
2010-12-03,14.23,317.44,16.78,145.38,62.56,27.02,65.17,71.19
2010-12-06,14.24,320.15,16.7,144.99,62.2,26.84,64.73,71.31
2010-12-07,14.15,318.21,17.03,144.02,62.31,26.87,64.68,71.46
2010-12-08,14.14,321.01,17.04,144.98,62.45,27.23,64.63,71.85
2010-12-09,14.15,319.76,17.13,144.3,62.06,27.08,64.72,72.0
2010-12-10,14.25,320.56,17.72,144.82,61.91,27.34,64.9,72.18
2010-12-13,14.36,321.67,17.62,144.28,61.86,27.25,65.53,72.36
2010-12-14,14.2,320.29,17.69,145.82,62.77,27.62,65.59,72.18
2010-12-15,13.96,320.36,17.49,144.72,62.57,27.85,65.24,71.85
2010-12-16,14.46,321.25,17.77,144.55,62.4,27.99,65.75,72.22
2010-12-17,14.56,320.61,17.7,145.0,62.54,27.9,65.97,72.17
2010-12-20,14.77,322.21,17.7,144.51,62.49,27.81,66.31,72.22
2010-12-21,14.89,324.2,17.9,145.74,62.34,28.07,65.4,72.72
2010-12-22,15.14,325.16,18.06,145.95,62.02,28.19,65.68,72.8
2010-12-23,15.34,323.6,18.04,145.89,62.25,28.3,65.69,73.2
2010-12-27,15.23,324.68,18.19,145.34,61.93,28.07,65.42,73.01
2010-12-28,15.25,325.47,18.32,145.71,62.05,28.01,65.28,73.42
2010-12-29,15.13,325.29,18.27,146.52,62.13,27.97,65.33,73.37
2010-12-30,15.21,323.66,18.19,146.67,61.94,27.85,65.12,73.36
2010-12-31,15.39,322.56,18.29,146.76,61.85,27.91,65.33,73.12
2011-01-03,15.8,329.57,18.28,147.48,62.82,27.98,65.75,74.55
2011-01-04,16.52,331.29,18.61,147.64,63.35,28.09,65.41,74.9
2011-01-05,16.56,334.0,18.64,147.05,63.31,28.0,66.59,74.7
2011-01-06,16.36,333.73,18.56,148.66,63.21,28.82,66.84,75.18
2011-01-07,16.42,336.12,18.43,147.93,62.6,28.6,66.39,75.59
2011-01-10,16.49,342.45,18.51,147.64,62.16,28.22,66.05,75.13
2011-01-11,16.33,341.64,18.63,147.28,62.27,28.11,66.33,75.69
2011-01-12,16.24,344.42,18.67,149.1,62.5,28.55,66.73,76.58
2011-01-13,15.75,345.68,18.6,148.82,62.91,28.19,66.91,76.71
2011-01-14,15.97,348.48,18.82,150.0,62.55,28.3,66.78,77.84
2011-01-18,16.27,340.65,18.6,150.65,62.1,28.66,66.57,78.71
2011-01-19,16.06,338.84,18.33,155.69,62.56,28.47,65.9,78.24
2011-01-20,15.98,332.68,18.43,155.8,62.86,28.35,65.9,77.75
2011-01-21,15.79,326.72,19.74,155.5,62.66,28.02,65.87,78.98
2011-01-24,16.43,337.45,20.04,159.63,62.22,28.38,66.18,78.59
2011-01-25,16.24,341.4,19.98,161.44,61.08,28.45,65.77,78.68
2011-01-26,16.6,343.85,19.92,161.04,60.6,28.78,65.86,79.66
2011-01-27,16.47,343.21,20.28,161.07,60.68,28.87,65.56,79.88
2011-01-28,16.13,336.1,20.2,159.21,60.01,27.75,64.4,78.99
2011-01-31,16.57,339.32,20.14,162.0,59.77,27.73,64.31,80.68
2011-02-01,17.32,345.03,20.8,163.56,60.63,27.99,65.05,83.91
2011-02-02,17.21,344.32,20.71,163.3,60.62,27.94,64.65,83.41
2011-02-03,17.21,343.44,20.75,163.53,60.8,27.65,64.18,83.44
2011-02-04,17.14,346.5,20.56,164.0,60.84,27.77,63.84,83.28
2011-02-07,17.32,351.88,20.87,164.82,60.87,28.2,63.68,83.93
2011-02-08,17.4,355.2,21.28,166.05,60.94,28.28,64.17,82.98
2011-02-09,17.16,358.16,21.31,164.65,60.88,27.97,64.42,82.55
2011-02-10,17.12,354.54,21.27,164.09,60.93,27.5,63.36,83.2
2011-02-11,17.37,356.85,21.33,163.85,60.7,27.25,63.87,82.82
2011-02-14,17.59,359.18,21.5,163.22,60.7,27.23,63.34,84.91
2011-02-15,17.4,359.9,21.46,162.84,60.62,26.96,64.35,82.97
2011-02-16,17.59,363.13,21.44,163.4,60.52,27.02,63.96,83.69
2011-02-17,17.52,358.3,21.52,164.24,60.79,27.21,64.7,83.88
2011-02-18,17.28,350.56,21.44,164.84,61.11,27.06,63.41,84.5
2011-02-22,16.54,338.61,20.82,161.95,60.65,26.59,63.15,85.44
2011-02-23,16.44,342.62,20.37,160.18,60.39,26.59,62.93,87.07
2011-02-24,16.55,342.88,20.58,160.77,60.25,26.77,63.03,85.97
2011-02-25,16.68,348.16,20.82,162.28,59.64,26.55,63.6,85.34
2011-02-28,16.85,353.21,20.92,161.88,61.44,26.58,63.42,85.53
2011-03-01,16.23,349.31,20.25,159.97,60.7,26.16,63.21,84.8
2011-03-02,16.18,352.12,20.32,160.16,60.81,26.08,62.94,85.08
2011-03-03,16.63,359.56,20.75,163.48,61.05,26.2,63.75,85.82
2011-03-04,16.58,360.0,20.37,161.83,61.06,25.95,63.4,85.08
2011-03-07,16.25,355.36,20.38,159.93,60.4,25.72,63.47,84.72
2011-03-08,16.49,355.76,20.63,162.28,60.71,25.91,63.79,84.6
2011-03-09,16.3,352.47,20.63,165.86,60.4,25.89,64.65,84.38
2011-03-10,15.8,346.67,20.1,162.02,59.61,25.41,64.43,81.38
2011-03-11,16.03,351.99,20.36,162.43,59.69,25.68,64.65,82.12
2011-03-14,16.12,353.56,19.92,161.39,59.13,25.69,64.14,82.38
2011-03-15,16.04,345.43,19.61,159.02,58.48,25.39,63.01,81.39
2011-03-16,15.66,330.01,18.95,153.0,57.66,24.79,62.31,79.31
2011-03-17,16.01,334.64,19.22,154.18,58.13,24.78,63.08,81.16
2011-03-18,16.11,330.67,19.25,155.89,58.57,24.8,63.24,80.85
2011-03-21,16.55,339.3,19.72,157.68,58.83,25.33,64.1,82.84
2011-03-22,16.45,341.2,19.49,158.0,58.79,25.3,63.94,82.56
2011-03-23,16.95,339.19,19.53,159.53,58.72,25.54,64.2,82.6
2011-03-24,17.11,344.97,19.78,160.04,59.03,25.81,64.2,82.73
2011-03-25,17.09,351.54,19.75,162.18,58.98,25.62,63.98,83.62
2011-03-28,17.24,350.44,19.75,161.37,59.24,25.41,64.34,83.47
2011-03-29,17.49,350.96,19.86,162.88,59.22,25.49,64.16,83.25
2011-03-30,17.64,348.63,20.11,163.6,59.38,25.61,65.05,84.49
2011-03-31,17.66,348.51,20.05,163.07,59.25,25.39,64.41,84.13
2011-04-01,17.47,344.56,20.34,164.27,59.49,25.48,65.22,84.68
2011-04-04,17.56,341.19,20.53,164.25,60.15,25.55,65.09,84.87
2011-04-05,18.05,338.89,20.33,163.99,59.8,25.78,65.58,85.42
2011-04-06,18.13,338.04,20.55,164.04,59.66,26.15,65.75,85.18
2011-04-07,18.12,338.08,20.35,164.38,59.48,26.2,65.92,85.76
2011-04-08,17.92,335.06,20.19,164.05,59.46,26.07,65.73,85.95
2011-04-11,17.77,330.8,20.18,163.95,59.86,25.98,66.04,85.16
2011-04-12,16.7,332.4,20.01,163.25,59.94,25.64,66.57,83.18
2011-04-13,16.55,336.13,19.94,163.95,59.6,25.63,66.45,83.16
2011-04-14,16.55,332.42,20.0,164.97,60.02,25.42,66.7,83.44
2011-04-15,16.52,327.46,20.04,166.21,60.56,25.37,67.11,84.29
2011-04-18,16.13,331.85,19.98,165.94,60.46,25.08,67.15,83.1
2011-04-19,16.44,337.86,20.27,165.4,62.69,25.15,66.81,83.8
2011-04-20,16.64,342.41,20.4,164.75,64.39,25.76,67.33,85.65
2011-04-21,16.97,350.7,19.95,168.28,64.07,25.52,67.41,86.36
2011-04-25,16.89,353.01,19.89,167.67,64.11,25.61,67.03,86.22
2011-04-26,17.03,350.42,20.1,168.49,64.95,26.19,67.71,87.42
2011-04-27,17.18,350.15,20.65,170.37,65.57,26.38,67.93,87.78
2011-04-28,17.09,346.75,20.6,170.78,65.38,26.71,69.72,87.34
2011-04-29,17.0,350.13,20.45,170.58,65.72,25.92,68.89,87.98
2011-05-02,17.22,346.28,20.48,172.15,66.21,25.66,69.31,86.97
2011-05-03,17.67,348.2,20.64,172.87,66.26,25.81,69.59,85.62
2011-05-04,17.47,349.57,20.27,170.62,65.67,26.06,69.83,84.81
2011-05-05,17.01,346.75,19.9,168.46,65.01,25.79,68.83,82.62
2011-05-06,17.15,346.66,20.01,168.89,65.27,25.87,69.27,82.69
2011-05-09,17.53,347.6,20.07,169.1,65.63,25.83,69.82,83.18
2011-05-10,17.52,349.45,20.3,170.38,65.76,25.67,70.03,83.34
2011-05-11,17.05,347.23,20.09,169.5,66.57,25.36,70.2,81.12
2011-05-12,17.15,346.57,20.14,172.24,67.19,25.32,70.96,81.05
2011-05-13,17.1,340.5,19.89,169.92,66.62,25.03,70.56,80.87
2011-05-16,16.92,333.3,19.76,168.86,66.37,24.57,70.72,80.24
2011-05-17,16.45,336.14,19.59,170.5,66.4,24.52,71.11,80.41
2011-05-18,16.69,339.87,19.76,170.44,66.5,24.69,71.27,81.74
2011-05-19,16.67,340.53,19.96,170.59,66.39,24.72,71.78,82.33
2011-05-20,16.26,335.22,19.62,170.16,65.69,24.49,71.3,81.57
2011-05-23,15.98,334.4,19.39,168.26,65.56,24.17,71.04,80.67
2011-05-24,16.11,332.19,19.1,167.99,65.78,24.15,70.98,81.29
2011-05-25,16.33,336.78,19.22,167.75,66.29,24.19,70.45,81.96
2011-05-26,16.37,335.0,19.42,167.18,65.51,24.67,70.42,82.39
2011-05-27,16.48,337.41,19.44,167.5,66.77,24.76,70.4,82.63
2011-05-31,16.81,347.83,19.64,168.93,67.29,25.01,71.12,83.47
2011-06-01,16.09,345.51,19.13,166.56,66.48,24.43,70.29,82.03
2011-06-02,16.2,346.1,19.09,166.09,66.48,24.22,69.51,81.33
2011-06-03,15.92,343.44,18.82,165.05,66.09,23.91,68.97,81.18
2011-06-06,15.61,338.04,18.46,164.75,66.05,24.01,68.89,80.29
2011-06-07,15.69,332.04,18.48,163.69,65.5,24.06,68.93,80.0
2011-06-08,15.41,332.24,18.51,164.34,66.14,23.94,68.84,80.76
2011-06-09,15.5,331.49,18.58,164.84,66.78,23.96,69.51,81.18
2011-06-10,15.28,325.9,18.32,163.18,66.09,23.71,68.69,79.78
2011-06-13,15.1,326.6,18.39,163.17,66.59,24.04,69.06,79.23
2011-06-14,15.41,332.44,18.6,164.12,67.1,24.22,69.57,80.38
2011-06-15,14.96,326.75,18.39,162.33,66.16,23.74,68.48,78.66
2011-06-16,14.79,325.16,18.44,162.67,66.32,24.0,68.89,79.22
2011-06-17,14.72,320.26,18.49,164.44,66.29,24.26,68.72,79.02
2011-06-20,14.78,315.32,18.48,165.02,66.51,24.47,68.98,79.71
2011-06-21,15.37,325.3,18.81,166.22,66.49,24.76,68.93,80.57
2011-06-22,15.29,322.61,18.56,165.68,66.07,24.65,68.78,79.82
2011-06-23,15.28,331.23,18.38,166.12,65.67,24.63,67.98,78.44
2011-06-24,15.23,326.35,17.97,165.07,65.06,24.3,68.45,76.78
2011-06-27,15.28,332.04,18.28,167.62,65.25,25.2,69.05,77.92
2011-06-28,15.65,335.26,18.44,170.01,65.91,25.8,69.62,79.63
2011-06-29,15.82,334.04,18.56,170.54,66.31,25.62,69.96,80.25
2011-06-30,15.86,335.67,18.86,171.55,66.52,26.0,70.43,81.38
2011-07-01,16.31,343.26,19.2,174.54,67.3,26.02,70.19,82.01
2011-07-05,16.39,349.43,19.04,175.43,67.62,26.03,69.77,81.6
2011-07-06,16.24,351.76,19.05,177.71,67.55,26.33,70.17,81.57
2011-07-07,16.49,357.2,19.3,176.48,67.92,26.77,70.52,82.36
2011-07-08,16.38,359.71,18.99,176.49,67.57,26.92,69.93,82.42
2011-07-11,15.91,354.0,18.63,174.99,67.27,26.63,69.3,81.9
2011-07-12,15.71,353.75,18.38,174.05,67.03,26.54,69.01,81.89
2011-07-13,15.85,358.02,18.51,174.32,67.63,26.63,68.89,82.48
2011-07-14,15.46,357.77,18.53,174.23,67.66,26.47,68.6,82.24
2011-07-15,15.48,364.92,18.41,175.54,67.45,26.78,68.53,83.0
2011-07-18,15.17,373.8,18.29,175.28,67.09,26.59,68.0,82.65
2011-07-19,15.44,376.85,18.58,185.21,66.72,27.54,68.54,83.63
2011-07-20,15.51,386.9,18.79,183.65,66.24,27.06,68.49,83.3
2011-07-21,15.77,387.29,19.16,184.9,66.47,27.1,66.17,85.02
2011-07-22,15.83,393.3,19.04,185.18,66.72,27.53,65.76,85.22
2011-07-25,15.65,398.5,18.96,183.7,66.25,27.91,64.37,84.57
2011-07-26,15.48,403.41,18.56,182.93,65.92,28.08,64.07,84.37
2011-07-27,14.93,392.59,18.11,181.35,65.23,27.33,63.86,83.31
2011-07-28,14.83,391.82,18.11,181.8,65.08,27.72,63.89,81.46
2011-07-29,14.73,390.48,17.91,181.85,64.79,27.4,64.04,79.79
2011-08-01,14.75,396.75,17.97,180.75,64.41,27.27,63.86,79.6
2011-08-02,14.16,388.91,17.21,178.05,63.43,26.8,63.18,77.84
2011-08-03,14.26,392.57,17.47,178.83,63.41,26.92,64.48,77.72
2011-08-04,12.94,377.37,16.47,171.48,61.84,25.94,63.35,73.84
2011-08-05,12.79,373.62,16.51,172.98,62.71,25.68,64.67,74.82
2011-08-08,11.33,353.21,15.43,166.22,61.12,24.48,62.97,70.19
2011-08-09,12.24,374.01,15.96,170.61,62.2,25.58,63.09,71.64
2011-08-10,11.6,363.69,15.09,162.54,60.2,24.2,60.32,68.03
2011-08-11,12.25,373.7,15.68,166.73,63.44,25.19,62.87,71.58
2011-08-12,12.26,376.99,15.88,168.2,63.36,25.1,63.18,72.0
2011-08-15,12.56,383.41,16.39,172.99,64.59,25.51,63.57,74.29
2011-08-16,12.26,380.48,16.15,171.24,64.36,25.35,63.76,73.5
2011-08-17,12.26,380.44,16.23,171.48,64.26,25.25,64.62,74.16
2011-08-18,11.51,366.05,15.34,163.83,63.16,24.67,63.09,70.94
2011-08-19,11.21,356.03,15.09,157.54,63.14,24.05,62.07,69.8
2011-08-22,11.23,356.44,15.11,158.98,63.29,23.98,61.92,70.18
2011-08-23,11.68,373.6,15.54,164.32,64.97,24.72,63.48,73.66
2011-08-24,11.87,376.18,15.72,166.76,65.53,24.9,63.7,73.54
2011-08-25,11.59,373.72,15.45,165.58,64.55,24.57,63.02,71.77
2011-08-26,11.86,383.58,15.54,169.14,64.28,25.25,63.16,72.64
2011-08-29,12.42,389.97,16.04,172.62,65.86,25.84,64.16,74.12
2011-08-30,12.36,389.99,16.12,172.51,65.77,26.23,64.52,73.91
2011-08-31,12.8,384.83,16.31,171.91,65.8,26.6,64.43,74.02
2011-09-01,12.49,381.03,16.2,170.33,65.33,26.21,64.15,73.49
2011-09-02,12.04,374.05,15.76,166.98,64.07,25.8,63.3,72.14
2011-09-06,11.77,379.74,15.25,165.11,64.64,25.51,62.45,71.15
2011-09-07,12.25,383.93,15.8,167.31,65.43,26.0,61.62,73.65
2011-09-08,12.03,384.14,15.59,165.25,64.95,26.22,61.34,72.82
2011-09-09,11.58,377.48,15.09,161.37,63.64,25.74,59.99,71.01
2011-09-12,11.55,379.94,15.01,162.42,63.59,25.89,60.14,71.84
2011-09-13,11.63,384.62,15.41,163.43,63.61,26.04,60.54,71.65
2011-09-14,11.73,389.3,15.79,167.24,63.73,26.5,61.58,72.64
2011-09-15,11.98,392.96,16.08,170.09,64.4,26.99,63.22,74.01
2011-09-16,11.97,400.5,16.33,172.99,64.59,27.12,62.05,74.55
2011-09-19,11.58,411.63,16.18,173.13,64.14,27.21,60.56,73.7
2011-09-20,11.25,413.45,16.04,174.72,64.22,26.98,60.39,74.01
2011-09-21,10.84,412.14,15.38,173.02,63.13,25.99,60.79,71.97
2011-09-22,10.11,401.82,15.04,168.62,61.92,25.06,60.92,69.24
2011-09-23,10.07,404.3,15.21,169.34,61.59,25.06,60.34,69.31
2011-09-26,10.45,403.17,15.57,174.51,62.69,25.44,61.89,71.72
2011-09-27,10.48,399.26,15.76,177.71,63.82,25.67,62.43,72.91
2011-09-28,9.97,397.01,15.45,177.55,63.25,25.58,61.97,72.07
2011-09-29,10.06,390.57,15.86,179.17,63.9,25.45,62.58,73.88
2011-09-30,9.57,381.32,15.22,174.87,63.69,24.89,61.9,72.63
2011-10-03,8.9,374.6,14.69,173.29,62.08,24.53,60.29,71.15
2011-10-04,9.12,372.5,14.86,174.74,62.17,25.34,60.45,72.83
2011-10-05,9.37,378.25,15.27,176.85,62.35,25.89,60.29,73.95
2011-10-06,9.88,377.37,15.53,181.69,62.81,26.34,60.57,73.89
2011-10-07,9.71,369.8,15.5,182.39,63.13,26.25,61.02,73.56
2011-10-10,10.09,388.81,16.14,186.62,64.43,26.94,61.87,76.28
2011-10-11,10.3,400.29,16.14,185.0,63.96,27.0,60.95,76.27
2011-10-12,10.05,402.19,16.4,186.12,64.33,26.96,62.7,77.16
2011-10-13,10.1,408.43,16.22,186.82,64.23,27.18,62.36,76.37
2011-10-14,10.26,422.0,16.6,190.53,64.72,27.27,62.24,78.11
2011-10-17,9.58,419.99,16.23,186.59,63.79,26.98,61.89,77.47
2011-10-18,10.14,422.24,16.71,178.9,64.42,27.31,62.41,78.89
2011-10-19,9.77,398.62,16.52,177.39,62.64,27.13,62.11,78.43
2011-10-20,9.95,395.31,16.63,177.25,62.53,27.04,62.12,78.71
2011-10-21,10.23,392.87,16.31,181.63,63.78,27.16,62.28,80.13
2011-10-24,10.58,405.77,16.45,182.25,64.73,27.19,62.1,80.17
2011-10-25,10.14,397.77,16.22,180.36,63.69,26.81,61.82,79.44
2011-10-26,10.36,400.6,16.35,181.97,64.49,26.59,62.01,81.07
2011-10-27,11.34,404.69,17.37,185.88,65.5,27.25,62.88,81.88
2011-10-28,11.57,404.95,17.25,187.45,65.6,26.98,63.2,81.48
2011-10-31,10.76,404.78,16.71,184.63,64.39,26.63,62.95,78.09
2011-11-01,10.4,396.51,16.02,181.35,63.38,25.99,62.23,75.94
2011-11-02,10.7,397.41,16.25,183.92,63.64,26.01,62.41,77.37
2011-11-03,10.87,403.07,16.67,187.3,64.34,26.53,62.8,78.86
2011-11-04,10.93,400.24,16.39,186.38,64.12,26.25,61.99,78.52
2011-11-07,10.75,399.73,16.39,187.32,64.0,26.8,62.5,79.35
2011-11-08,10.78,406.23,16.48,187.25,64.86,27.16,63.66,79.76
2011-11-09,10.2,395.28,15.85,182.24,63.53,26.2,62.28,77.39
2011-11-10,10.25,385.22,16.06,183.35,64.12,26.28,62.96,78.7
2011-11-11,10.6,384.62,16.3,187.38,65.25,26.91,63.28,79.72
2011-11-14,10.38,379.26,16.1,187.35,64.91,26.76,62.8,78.96
2011-11-15,10.36,388.83,16.2,188.75,64.99,26.74,64.5,79.09
2011-11-16,9.97,384.77,15.95,186.62,64.4,26.07,65.09,78.25
2011-11-17,9.62,377.41,15.64,185.73,63.94,25.54,64.09,77.86
2011-11-18,9.69,374.94,15.65,185.24,63.85,25.3,63.89,77.9
2011-11-21,9.47,369.01,15.24,181.48,62.94,25.0,63.15,76.91
2011-11-22,9.26,376.51,14.99,181.31,62.9,24.79,63.18,76.03
2011-11-23,8.88,366.99,14.73,177.95,61.99,24.47,62.4,74.58
2011-11-25,8.95,363.57,14.7,177.06,61.27,24.3,62.49,73.9
2011-11-28,9.46,376.12,14.8,182.21,62.37,24.87,62.99,75.84
2011-11-29,9.31,373.2,14.92,180.94,62.78,24.84,63.66,76.93
2011-11-30,10.02,382.2,15.91,188.0,64.72,25.58,64.0,80.44
2011-12-01,9.81,387.93,15.91,189.45,64.45,25.28,64.09,79.79
2011-12-02,9.91,389.7,16.09,189.66,63.47,25.22,64.28,79.79
2011-12-05,10.0,393.01,16.33,190.84,63.36,25.7,64.4,80.45
2011-12-06,9.92,390.95,16.72,192.94,63.49,25.66,64.65,80.82
2011-12-07,9.9,389.09,16.74,194.05,64.45,25.6,64.91,81.08
2011-12-08,9.47,390.66,16.31,191.58,63.78,25.4,64.33,79.87
2011-12-09,9.64,393.62,16.84,194.56,64.53,25.7,65.19,81.34
2011-12-12,9.35,391.84,16.46,192.18,63.51,25.51,64.66,80.05
2011-12-13,9.04,388.81,16.42,191.15,63.36,25.76,64.28,80.53
2011-12-14,8.94,380.19,16.61,188.72,63.18,25.59,63.98,79.44
2011-12-15,8.78,378.94,16.79,187.48,64.0,25.56,64.85,80.03
2011-12-16,8.81,381.02,17.01,183.57,64.3,26.0,64.71,80.16
2011-12-19,8.53,382.21,16.86,182.89,63.53,25.53,64.37,79.53
2011-12-20,8.88,395.95,17.28,187.24,64.52,26.03,65.53,82.0
2011-12-21,8.85,396.45,17.69,181.47,64.96,25.76,66.04,83.12
2011-12-22,8.91,398.55,18.05,182.04,65.18,25.81,66.04,84.29
2011-12-23,8.86,403.33,18.23,184.75,65.98,26.03,66.57,85.22
2011-12-27,8.79,406.53,18.01,184.95,66.02,26.04,66.38,85.28
2011-12-28,8.52,402.64,17.83,183.99,65.45,25.82,65.91,84.18
2011-12-29,8.63,405.12,18.07,186.18,65.88,26.02,66.54,85.27
2011-12-30,8.65,405.0,17.91,183.88,65.58,25.96,66.35,84.76
2012-01-03,9.23,411.23,18.36,186.3,65.88,26.77,66.4,86.0
2012-01-04,9.45,413.44,18.56,185.54,65.48,27.4,66.74,86.02
2012-01-05,9.36,418.03,18.55,184.66,65.4,27.68,66.22,85.76
2012-01-06,9.16,422.4,18.65,182.54,64.83,28.11,65.39,85.12
2012-01-09,9.43,421.73,18.86,181.59,64.93,27.74,65.73,85.5
2012-01-10,9.44,423.24,18.72,181.31,65.2,27.84,65.66,85.72
2012-01-11,9.63,422.55,18.88,182.32,65.13,27.72,65.01,85.08
2012-01-12,9.93,421.39,18.93,180.55,65.23,28.0,64.62,84.74
2012-01-13,9.8,419.81,18.84,179.16,65.26,28.25,64.4,84.88
2012-01-17,9.76,424.7,18.74,180.0,65.12,28.26,64.65,85.69
2012-01-18,10.02,429.11,19.02,181.07,65.28,28.23,64.85,86.45
2012-01-19,10.18,427.75,19.15,180.52,65.19,28.12,65.91,87.03
2012-01-20,10.17,420.3,19.15,188.52,65.27,29.71,66.28,87.49
2012-01-23,10.25,427.41,18.94,189.98,65.0,29.73,66.1,87.47
2012-01-24,10.27,420.41,18.84,191.93,65.0,29.34,66.2,87.18
2012-01-25,10.48,446.66,19.13,191.73,65.22,29.56,66.7,87.22
2012-01-26,10.36,444.63,19.07,190.98,65.7,29.5,66.52,86.77
2012-01-27,10.43,447.28,19.03,190.46,65.56,29.23,65.81,85.83
2012-01-30,10.32,453.01,18.9,192.5,65.71,29.61,65.41,85.49
2012-01-31,10.16,456.48,18.71,192.6,65.91,29.53,65.67,83.74
2012-02-01,10.2,456.19,18.77,192.62,65.69,29.89,66.38,83.97
2012-02-02,10.42,455.12,18.75,191.53,65.59,29.95,66.4,83.53
2012-02-03,10.76,459.68,19.02,193.64,65.64,30.24,66.66,84.92
2012-02-06,10.74,463.97,19.05,192.82,65.19,30.2,66.52,85.75
2012-02-07,10.67,468.83,19.18,193.35,65.26,30.35,66.76,86.34
2012-02-08,10.67,476.68,19.24,192.95,65.24,30.66,66.74,85.32
2012-02-09,10.64,493.17,19.13,193.13,64.89,30.77,64.27,84.88
2012-02-10,10.29,493.42,18.88,192.42,64.6,30.5,63.95,83.8
2012-02-13,10.33,502.6,19.07,192.62,64.68,30.58,63.69,84.42
2012-02-14,10.21,509.46,18.94,192.22,64.61,30.25,63.52,84.67
2012-02-15,10.1,497.67,18.76,192.25,64.65,30.05,63.07,84.12
2012-02-16,10.28,502.21,19.01,193.02,64.92,31.29,62.73,85.41
2012-02-17,10.15,502.12,19.28,193.42,64.99,31.25,62.68,85.62
2012-02-21,10.41,514.85,19.41,193.39,65.04,31.44,63.14,86.57
2012-02-22,10.38,513.04,19.39,193.87,65.0,31.27,63.1,86.92
2012-02-23,10.46,516.39,19.31,197.61,65.1,31.37,63.13,87.02
2012-02-24,10.43,522.41,19.24,197.76,64.46,31.48,63.31,87.34
2012-02-27,10.32,525.76,19.07,197.53,64.45,31.35,63.32,87.23
2012-02-28,10.37,535.41,19.16,197.98,65.18,31.87,63.32,87.14
2012-02-29,10.17,542.44,19.05,196.73,65.08,31.74,62.94,86.5
2012-03-01,10.27,544.47,19.12,197.53,64.83,32.29,62.55,86.83
2012-03-02,10.24,545.18,18.97,198.81,64.77,32.08,62.52,86.33
2012-03-05,9.87,533.16,18.85,200.66,64.91,31.8,62.79,87.01
2012-03-06,9.47,530.26,18.42,197.26,64.35,31.56,62.28,85.86
2012-03-07,9.55,530.69,18.77,197.77,64.3,31.84,62.62,85.83
2012-03-08,9.77,541.99,19.03,199.81,64.85,32.01,62.95,84.83
2012-03-09,9.81,545.17,19.04,200.62,64.74,31.99,63.15,84.3
2012-03-12,9.87,552.0,19.13,201.0,65.1,32.04,63.94,85.55
2012-03-13,10.31,568.1,19.59,203.78,65.33,32.67,64.34,86.86
2012-03-14,10.28,589.58,19.79,204.72,65.08,32.77,64.06,86.02
2012-03-15,10.35,585.56,20.16,206.0,65.07,32.85,64.17,86.09
2012-03-16,10.54,585.57,20.2,206.01,65.12,32.6,64.47,86.44
2012-03-19,10.6,601.1,20.21,205.72,65.21,32.2,64.73,86.99
2012-03-20,10.44,605.96,20.07,204.25,64.96,31.99,65.28,86.6
2012-03-21,10.27,602.5,20.07,204.69,64.76,31.91,65.36,86.01
2012-03-22,10.01,599.34,19.85,205.49,64.46,32.0,65.39,85.33
2012-03-23,10.11,596.05,19.78,205.48,64.55,32.01,65.3,85.55
2012-03-26,10.22,606.98,20.05,207.77,65.17,32.59,65.78,87.03
2012-03-27,10.06,614.48,20.04,207.18,65.4,32.52,66.01,86.62
2012-03-28,9.83,617.62,20.01,207.29,65.62,32.19,65.93,85.86
2012-03-29,10.03,609.86,19.95,208.27,65.54,32.12,66.02,86.08
2012-03-30,10.02,599.55,20.07,208.65,65.96,32.26,66.35,86.73
2012-04-02,10.17,618.63,20.02,209.47,66.21,32.29,66.74,87.07
2012-04-03,10.06,629.32,19.96,209.5,65.88,31.94,66.56,85.83
2012-04-04,9.81,624.31,19.74,206.05,65.39,31.21,66.34,84.98
2012-04-05,9.63,633.68,19.49,205.47,65.34,31.52,66.15,84.82
2012-04-09,9.6,636.23,19.2,204.94,64.92,31.1,65.35,83.88
2012-04-10,9.32,628.44,18.74,202.33,64.2,30.47,64.85,82.17
2012-04-11,9.9,626.2,19.01,202.58,64.13,30.35,65.15,82.7
2012-04-12,10.17,622.77,19.3,205.32,64.15,30.98,65.38,83.6
2012-04-13,9.85,605.23,18.88,202.8,63.54,30.81,65.06,82.95
2012-04-16,9.86,580.13,18.9,202.72,63.98,31.08,65.99,84.01
2012-04-17,9.99,609.7,19.34,207.45,64.22,31.44,66.4,85.45
2012-04-18,9.95,608.34,19.1,200.13,63.26,31.14,66.21,85.75
2012-04-19,9.76,587.44,19.14,199.51,63.03,31.01,66.15,85.28
2012-04-20,9.7,572.98,19.36,199.6,63.71,32.42,66.63,85.3
2012-04-23,9.63,571.7,19.07,198.62,63.37,32.12,66.18,85.69
2012-04-24,9.66,560.28,19.54,200.0,63.77,31.92,66.51,86.31
2012-04-25,9.82,610.0,19.45,203.57,64.43,32.2,66.67,86.85
2012-04-26,9.86,607.7,19.62,205.58,64.75,32.11,66.37,86.07
2012-04-27,9.75,603.0,19.78,206.81,64.84,31.98,66.1,86.08
2012-04-30,9.73,583.98,19.58,207.08,65.1,32.02,66.0,86.34
2012-05-01,9.97,582.13,19.8,208.0,65.22,32.01,66.49,87.04
2012-05-02,9.73,585.98,19.77,208.06,65.33,31.8,66.83,86.2
2012-05-03,9.58,581.82,19.61,207.24,65.34,31.76,66.91,85.65
2012-05-04,9.37,565.25,19.34,204.99,64.74,30.98,65.9,84.57
